"time","bx","by","bz","mx","my","mz"
-2,-2092.552977,-848.198961,336.008811,1506.408242,-612.475469,651.463602
-1.992,-2083.167238,-846.243315,336.760802,1506.408242,-612.475469,651.463602
-1.984,-2065.496558,-846.673264,335.942133,1507.06339,-612.409114,653.646585
-1.976,-2046.240413,-842.853295,338.765484,1494.715695,-614.037988,652.417916
-1.968,-2027.272859,-841.087973,342.955705,1506.4334,-616.632626,653.809763
-1.96,-2011.447423,-839.771068,345.475806,1481.313177,-619.795553,653.383115
-1.952,-1995.093525,-836.642493,346.147932,1504.558312,-629.350912,652.294969
-1.944,-1972.397669,-833.962232,348.198224,1478.383487,-636.580671,654.059615
-1.936,-1949.983103,-833.378317,350.491744,1451.666245,-647.936669,655.98005
-1.928,-1932.949482,-829.873515,352.932864,1463.54758,-650.652986,655.358871
-1.92,-1912.445383,-825.791024,353.706852,1474.870202,-653.444576,652.555742
-1.912,-1875.360385,-822.481269,356.451796,1449.539846,-656.371893,654.149351
-1.904,-1836.479969,-815.025015,355.891266,1461.400971,-659.100332,653.525659
-1.896,-1822.678985,-814.297477,357.256734,1484.299642,-668.736412,652.452164
-1.888,-1794.273883,-810.78978,357.816622,1471.509258,-670.181442,653.255856
-1.88,-1758.218868,-807.975536,362.687806,1470.347655,-674.274274,655.436496
-1.872,-1713.066727,-799.442471,361.461261,1457.704446,-675.695091,656.226729
-1.864,-1687.186036,-798.664934,365.32521,1468.675582,-682.647358,655.784665
-1.856,-1672.14825,-797.771853,369.086175,1455.22505,-688.222229,656.746316
-1.848,-1665.662864,-800.5667,372.171759,1442.522075,-689.625023,657.539548
-1.84,-1647.010179,-801.217726,377.703451,1441.617046,-693.764053,657.716299
-1.832,-1627.756235,-799.730655,379.746648,1465.127079,-699.316176,656.490789
-1.824,-1596.704479,-798.528296,379.870962,1439.76638,-702.067767,658.072968
-1.816,-1569.969891,-797.772119,379.245062,1427.20306,-703.430832,658.856756
-1.808,-1538.315134,-796.334781,380.333349,1426.354664,-707.576813,659.030364
-1.8,-1505.039811,-795.072023,385.329573,1437.09646,-714.533968,658.602012
-1.792,-1458.166995,-789.079842,386.645164,1423.64935,-720.012912,659.560606
-1.784,-1432.562693,-789.303115,390.982914,1409.511675,-729.679355,658.720587
-1.776,-1402.312842,-788.479449,398.001895,1409.511675,-729.679355,658.720587
-1.768,-1381.083779,-789.345839,400.498691,1421.04463,-732.481051,658.118597
-1.76,-1345.157129,-787.94045,407.238811,1444.398525,-738.154439,656.899587
-1.752,-1330.48818,-783.220985,407.526035,1442.41276,-746.448248,657.265566
-1.744,-1298.206796,-779.879563,413.527937,1419.343155,-740.597282,662.635244
-1.736,-1275.862391,-780.815346,415.010346,1406.807838,-741.884157,663.411185
-1.728,-1252.34422,-778.854489,422.343957,1404.815188,-750.129858,663.774636
-1.72,-1230.08316,-782.026332,428.803802,1392.321963,-751.396306,664.547491
-1.712,-1186.433238,-777.00713,433.587111,1402.694696,-758.344761,664.144688
-1.704,-1158.14924,-777.069659,434.287885,1414.165337,-761.185753,663.554643
-1.696,-1123.839847,-776.2285,439.572562,1424.760255,-768.178719,663.140098
-1.688,-1099.335311,-777.123471,443.880623,1399.53178,-770.655384,664.698368
-1.68,-1064.363928,-776.178151,449.162775,1387.592561,-771.820249,667.635277
-1.672,-1009.657973,-779.781536,455.912209,1399.081127,-774.696406,667.049191
-1.664,-978.612224,-779.790609,460.93467,1399.081127,-774.696406,667.049191
-1.656,-931.596439,-782.652843,468.216272,1386.578437,-775.915361,667.817268
-1.648,-893.443549,-781.947439,472.795299,1374.022122,-777.139525,668.588638
-1.64,-883.51775,-785.660296,474.365441,1374.022122,-777.139525,668.588638
-1.632,-850.625547,-785.74284,479.666519,1372.691793,-781.131786,670.732373
-1.624,-823.642566,-786.689126,482.885439,1360.280332,-782.334429,671.490736
-1.616,-801.105778,-788.786356,485.890083,1381.745925,-792.153619,670.534082
-1.608,-777.94758,-788.158008,485.947898,1369.28865,-793.336897,671.294534
-1.6,-766.983174,-788.969733,490.058658,1356.875454,-794.515968,672.052294
-1.592,-743.855322,-788.266923,489.977558,1332.083492,-796.870781,673.565712
-1.584,-726.268618,-788.320575,493.508135,1332.083492,-796.870781,673.565712
-1.576,-720.921926,-787.266519,493.936496,1332.083492,-796.870781,673.565712
-1.568,-714.89044,-786.392906,493.161334,1354.638338,-802.656883,672.425351
-1.56,-685.172021,-787.673213,495.51321,1342.80761,-803.75448,675.33471
-1.552,-661.019947,-786.854721,498.340059,1352.610031,-810.633413,676.909492
-1.544,-630.95062,-788.22267,497.870277,1340.237982,-811.777115,677.656052
-1.536,-601.005971,-789.457178,498.608976,1340.237982,-811.777115,677.656052
-1.528,-569.625295,-787.751811,500.722789,1340.237982,-811.777115,677.656052
-1.52,-537.704562,-786.123537,501.467498,1363.105171,-817.7069,674.577148
-1.512,-505.897272,-787.352939,505.3799,1374.607175,-820.461243,678.13504
-1.504,-469.209735,-793.500568,510.186124,1374.607175,-820.461243,678.13504
-1.496,-435.872983,-791.679239,515.457136,1352.685269,-814.892097,673.416445
-1.488,-429.53426,-793.788001,516.444149,1351.181641,-818.773951,677.491258
-1.48,-395.688293,-792.155578,517.315992,1338.704019,-819.910567,678.243669
-1.472,-388.636947,-791.133034,519.573361,1349.622691,-822.722469,679.633381
-1.464,-376.639765,-795.296437,519.817188,1336.025919,-827.862235,680.565631
-1.456,-355.113426,-795.429305,527.162386,1312.525996,-826.079778,681.858099
-1.448,-328.594905,-797.734843,528.926888,1312.246943,-825.987488,683.793464
-1.44,-307.659373,-797.93927,531.48147,1312.246943,-825.987488,683.793464
-1.432,-272.253158,-796.304192,532.493983,1323.313839,-828.886614,683.249339
-1.424,-257.290758,-794.385608,534.227366,1322.935974,-832.9456,683.651076
-1.416,-236.934466,-797.821675,533.903194,1322.935974,-832.9456,683.651076
-1.408,-215.588956,-798.042278,534.863587,1300.759837,-827.122709,684.739299
-1.4,-185.813595,-794.181461,534.84975,1288.553311,-828.227047,685.467491
-1.392,-156.316331,-793.59098,533.730845,1288.553311,-828.227047,685.467491
-1.384,-119.013548,-791.911559,533.086107,1311.788555,-830.018566,684.1981
-1.376,-73.495909,-789.176139,533.143254,1322.935974,-832.9456,683.651076
-1.368,-43.716628,-791.680755,533.500365,1322.935974,-832.9456,683.651076
-1.36,-21.903147,-795.10747,534.496378,1300.759837,-827.122709,684.739299
-1.352,1.485563,-795.144644,540.328901,1311.988571,-830.105425,682.267836
-1.344,32.113422,-797.720637,540.732816,1313.210159,-826.10118,682.077371
-1.336,87.918651,-797.455951,538.867404,1313.210159,-826.10118,682.077371
-1.328,96.131924,-796.299079,541.176847,1313.210159,-826.10118,682.077371
-1.32,103.408277,-798.550661,542.121685,1291.079856,-820.305911,683.169771
-1.312,118.001658,-803.083143,544.019798,1291.079856,-820.305911,683.169771
-1.304,118.334543,-803.049001,545.791316,1291.079856,-820.305911,683.169771
-1.296,126.965097,-802.038807,546.745319,1315.434622,-817.967551,683.629196
-1.288,143.746707,-800.07549,545.091975,1293.187357,-812.171916,684.722287
-1.28,151.57037,-802.418851,546.240354,1293.187357,-812.171916,684.722287
-1.272,184.874222,-801.818664,544.901021,1293.187357,-812.171916,684.722287
-1.264,200.055382,-806.453237,546.823085,1293.187357,-812.171916,684.722287
-1.256,216.233408,-807.798348,546.958626,1317.736569,-809.888323,683.255904
-1.248,232.643279,-809.003002,550.529031,1330.87288,-804.853389,678.242609
-1.24,267.391987,-808.166953,556.09279,1331.55384,-800.860432,675.899595
-1.232,276.23775,-807.171015,555.258836,1345.205053,-795.727946,673.019682
-1.224,311.001352,-806.506353,555.583618,1346.445145,-791.678565,672.825869
-1.216,345.434123,-809.187351,559.607004,1371.160803,-785.522577,662.670077
-1.208,363.428667,-807.086929,559.591114,1372.195319,-781.440215,662.486541
-1.2,382.040671,-805.02768,559.766595,1385.772037,-776.131583,661.520607
-1.192,419.021496,-800.825133,559.93782,1374.332392,-773.258846,662.114926
-1.184,427.201578,-803.234158,560.965623,1362.928918,-770.395204,662.707366
-1.176,445.453427,-804.551275,564.903343,1356.297062,-751.427814,658.643668
-1.168,473.598121,-801.470097,562.376915,1333.812564,-745.87462,657.887223
-1.16,491.902935,-802.898458,562.764361,1345.107617,-744.739354,652.802406
-1.152,518.35434,-806.841173,562.308812,1334.868713,-737.861801,653.220214
-1.144,518.35434,-806.841173,562.308812,1347.139872,-736.579689,652.433017
-1.136,538.288241,-804.682623,564.407942,1360.546319,-731.207533,651.453549
-1.128,567.560385,-801.421801,565.472011,1338.452366,-725.883787,646.809708
-1.12,576.564951,-803.851515,568.450343,1306.453538,-709.528629,646.356555
-1.112,624.981157,-802.10148,568.029876,1319.615759,-704.126618,645.37257
-1.104,662.377491,-808.579386,572.552502,1344.552914,-697.399603,641.43494
-1.096,682.430868,-806.382061,572.583925,1357.89078,-692.002144,638.482078
-1.088,691.332469,-808.892452,573.681585,1369.349617,-690.771661,633.347916
-1.08,691.332469,-808.892452,573.681585,1359.012407,-684.085004,629.888728
-1.072,721.4696,-809.206862,576.986908,1383.766217,-681.296179,628.216847
-1.064,730.554854,-811.757594,578.093145,1303.846845,-658.287607,632.411358
-1.056,741.288476,-810.648968,579.201341,1354.441156,-640.261761,626.439957
-1.048,759.926529,-815.965004,577.881229,1366.675296,-638.794952,625.607191
-1.04,780.918852,-813.720446,579.923624,1309.95088,-621.485698,628.73653
-1.032,801.898122,-811.595513,578.197679,1322.097425,-619.981852,627.908283
-1.024,823.247148,-809.313581,580.250104,1346.3267,-616.982015,626.256139
-1.016,844.796926,-807.116617,580.525044,1359.900591,-607.203618,625.084764
-1.008,877.139873,-803.719288,581.736712,1348.464269,-600.511306,623.44481
-1,919.662194,-803.002227,582.289357,1362.537581,-582.476856,619.811141
-0.992,931.224614,-801.694032,587.299574,1375.869507,-572.572219,618.644728
-0.984,986.430878,-795.908549,588.672275,1425.243326,-566.132298,615.23743
-0.976,966.294181,-790.45041,590.013429,1437.646409,-564.514492,614.381489
-0.968,988.492256,-788.18554,588.277432,1452.234893,-550.184611,615.202397
-0.96,989.538914,-784.087276,593.822139,1428.667666,-540.82149,618.440098
-0.952,1045.633437,-778.324415,589.48697,1358.365701,-521.619867,622.392356
-0.944,1091.559358,-773.592116,588.047145,1395.875318,-512.28493,621.874227
-0.936,1082.218159,-766.933848,588.529702,1420.485027,-508.848323,620.19216
-0.928,1073.71472,-756.379185,588.82952,1432.805814,-507.127767,619.350038
-0.92,1065.446849,-741.615679,594.573347,1445.267103,-505.387572,618.498311
-0.912,1047.099775,-728.387089,597.595582,1422.330076,-487.797859,619.437453
-0.904,1059.287623,-718.99238,602.015945,1399.194628,-474.557507,620.520808
-0.896,1063.035309,-707.124413,605.573865,1413.415807,-459.988633,623.531473
-0.888,1075.977581,-697.935787,604.374033,1365.59897,-446.143423,630.119886
-0.88,1045.343469,-686.127502,606.187987,1451.842103,-428.923774,626.36812
-0.872,1036.646072,-675.695124,606.486524,1451.842103,-428.923774,626.36812
-0.864,1017.381452,-662.676615,607.456253,1427.272325,-424.133295,629.768159
-0.856,998.955997,-645.845735,608.249839,1392.307668,-412.726345,637.939039
-0.848,1023.02037,-631.272941,606.095725,1380.655497,-402.004468,638.329648
-0.84,1046.74039,-616.859984,596.064401,1369.216325,-387.158098,638.582647
-0.832,1048.217558,-609.019916,593.842756,1369.719658,-387.079066,640.709265
-0.824,1050.04371,-597.143908,593.34496,1381.618583,-376.67357,641.66779
-0.816,1040.113859,-590.724416,593.867922,1381.618583,-376.67357,641.66779
-0.808,1031.19587,-576.378432,594.073653,1369.200856,-365.931855,646.090972
