"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"17.6440703718844","3070.04679087008","0.000647402304329509",NA,""
"2","y ~ x ","0.157935627283659","4.16294377277984","3021.68718298921","1.44824895323811e-15","5.07027574557344e-14","<-lowestAIC"
"3","y ~ a/x + b, (a>=0)","0","11.7871830402715","3065.03581137902","2.53268203816475e-05","0.00164146012531459",""
