"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"-0.853080602640659","721.303020763778","0.000169073915947088",NA,""
"2","y ~ x ","-0.00635252767290346","-0.095460727140451","-137.390616226869","9.00230268960953e-195","2.85532610534807e-193","<-lowestAIC"
