"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"-1.32634740270226","1102.460766475","2.68669769146927e-05",NA,""
"2","y ~ x ","-0.00887690339603338","-0.0528233356409115","180.098229958351","5.00874498767382e-209","8.75063939545823e-207","<-lowestAIC"
