"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"0.0237119402721824","247.29626879979","0.651394980307728",NA,""
"2","y ~ x ","0.0014092489906092","-0.133788107353789","194.811612498233","5.14114142559853e-16","5.34771630657799e-17","<-lowestAIC"
