"time","peakdirectionH","cobH","widthH","peakdirectionV","cobV","widthV"
-3.02779,0.017293666,2.886129172,13.7294885,3.00809333,0.983079683,10.639619
-2.985418,3.057315278,3.171226632,15.98628458,1.823299381,-0.104467388,10.63683109
-2.923789,17.47278289,26.75618274,25.76137498,1.520075019,0.834394669,9.112052097
-2.886268,9.347618104,6.411182655,15.73695486,5.392594188,4.55172407,6.752063322
-2.791448,1.44010014,0.052680699,17.4771483,5.448159839,6.08493014,6.08493014
-2.693206,9.617441899,16.05337999,32.35003872,3.174017419,1.218140117,11.09845083
-2.58822,10.86631054,8.061214448,15.67589651,3.974854066,5.806619047,6.832776873
-2.480605,9.069557842,7.60609575,18.65175586,1.927086765,-0.180814448,12.31699031
-2.36468,2.97316449,0.50569112,19.37569252,-0.931021223,-2.097230964,12.14393273
-2.244911,-5.537852824,-11.92426515,27.40845137,-5.656741362,-8.682722273,14.81873136
-2.133617,-3.782489018,-2.778729478,24.84421765,-6.191292218,-10.15672531,18.91566078
-2.021411,-6.783047422,-10.26492821,12.68956206,-3.705299445,-6.419257084,15.58978325
-1.911191,-6.691876737,-10.08127254,26.25504729,-4.141763015,-7.354966879,14.30356806
-1.836024,-1.119891105,-3.512056364,26.30565769,-3.899836518,-3.660469845,8.666650081
-1.776882,0.058659989,0.337576521,23.92229033,-3.989497159,-6.198862528,13.64229556
-1.704911,6.557219843,9.39461734,21.51742102,-6.469383402,-10.96853855,18.56652368
-1.652779,12.89567776,14.06589943,25.68962051,-4.920137169,-8.381976187,16.64952489
-1.59452,17.57514058,18.1189024,25.65401624,-8.98222387,-13.35405642,22.55787261
-1.560497,28.07705679,30.97728827,18.65582776,-4.964609065,-8.910987729,21.8420662
-1.534672,29.48969952,32.67202097,17.70065849,-4.085532568,-5.927135511,24.60949934
-1.483191,35.87498489,38.0134974,18.22462741,-3.628757584,-6.435870994,32.16635763
-1.438747,41.86635136,45.60495049,19.84695487,-3.421753194,-8.693883901,28.72188106
-1.390266,48.01795401,53.62010537,29.85182147,-8.51175178,-12.43096009,25.83998923
-1.363995,51.89280117,59.37560763,30.57004835,-17.42939165,-15.07847392,24.69374176
-1.335059,53.95618711,61.57364548,33.44051359,-11.07899315,-11.8568191,24.99321811
-1.314177,57.62664982,66.29366285,35.84317752,-15.73752323,-20.33253121,22.48475301
-1.273305,55.73013524,62.62524531,34.13594447,-11.44275193,-12.36357817,32.70789469
-1.252872,52.64228049,61.39963152,40.09779779,-1.956952223,-8.733421872,30.71255708
-1.22744,48.09838524,57.79648331,46.92376613,-0.173414479,-5.39264294,31.53975508
-1.209034,58.31868332,63.26434626,34.98477887,-1.586001169,4.790822321,21.91321473
-1.1907,59.22692307,65.84729953,35.87762465,5.920524755,3.998302571,26.12100043
-1.173654,58.02178187,67.08456528,51.5873879,-3.401779011,2.772851211,24.55658561
-1.154918,55.41735236,65.21783828,36.95837987,3.614053065,8.167503927,23.61325649
-1.137056,48.56797259,57.8526623,37.78700077,8.265193724,15.89644027,17.51798471
-1.121849,51.83678008,65.61985753,47.99785651,3.527939415,8.964455587,28.14427929
-1.107503,49.05246037,70.31177328,19.94776752,9.797205915,7.379625245,28.52936876
-1.093776,47.35934842,56.5820611,37.36360987,8.320340604,11.13968186,27.44842031
-1.080778,47.59103785,56.7139736,33.73189471,5.684781911,2.065788705,37.01628118
-1.068082,54.40352211,63.29625079,39.60592106,2.49758316,5.266328941,35.13008485
-1.055601,51.49008155,62.43537156,43.32946378,0.886675874,0.941161995,32.90444298
-1.043885,46.97017516,58.01597411,45.92505793,-13.10836713,-5.179056131,28.58110643
-1.033295,47.38908168,55.84419222,37.19057345,-7.363498367,-11.88602586,41.53451186
-1.022737,37.61416928,42.77809501,32.90446526,-8.089987586,-12.07731527,45.3712851
