"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"-0.680265946808585","434.439304195443","6.16035936682293e-05",NA,""
"2","y ~ x ","-0.00629957147225561","-0.0981368529025796","-295.834535500796","3.84211131652568e-167","3.4206654726669e-165","<-lowestAIC"
