"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"0.192803081657826","276.68106148672","0.320762235099497",NA,""
"2","y ~ x ","0.00232513507914529","-0.0725913659642849","104.348238758916","2.61278752818659e-42","2.45983409164183e-43","<-lowestAIC"
