"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"-0.718555679465129","850.541192157057","0.000121831168018918",NA,""
"2","y ~ x ","-0.00755199426861525","0.0450247086215797","313.828847732589","1.83538777301703e-124","9.97029256929973e-123","<-lowestAIC"
