"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"0.191358139952626","373.828596877151","0.334206391371363",NA,""
"2","y ~ x ","0.00259555906211747","-0.108197967588428","218.348924479614","1.39669425506997e-38","1.34137126481378e-39","<-lowestAIC"
