"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"0.0354942067864366","-309.295882184836","0.610765602866817",NA,""
"2","y ~ x ","0.00125383250296066","-0.0825594812621911","-427.361524257127","1.62406626044286e-30","1.25152419960324e-31","<-lowestAIC"
