"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"0.0125221830423493","-137.235747982953","0.969816370645991",NA,""
"2","y ~ x ","0.00167045160326678","-0.13701204363441","-267.717485118591","5.1660224824516e-33","3.36047262699962e-34","<-lowestAIC"
