"time","bx","by","bz","mx","my","mz"
-1.76,-1600.101941,526.924704,1089.625334,1291.121442,-333.423465,1382.861164
-1.752,-1585.187442,522.484643,1100.959991,1269.060126,-345.93367,1383.938397
-1.744,-1553.651497,515.141364,1107.057293,1247.422937,-354.120917,1388.88601
-1.736,-1535.331766,504.579158,1112.395415,1225.288167,-366.338098,1391.729023
-1.728,-1513.834972,501.409266,1115.921554,1191.888272,-380.535266,1391.758929
-1.72,-1502.318649,494.794423,1112.1383,1192.168492,-388.600763,1396.177225
-1.712,-1486.056791,493.782264,1111.882772,1180.896649,-398.657168,1395.683979
-1.704,-1452.10775,489.786497,1107.989226,1158.866357,-414.71429,1396.727977
-1.696,-1413.049845,485.40861,1109.538441,1147.905072,-424.708384,1398.33499
-1.688,-1415.741159,483.47229,1115.23129,1136.878305,-430.65421,1397.753423
-1.68,-1389.208837,479.778941,1111.370833,1135.904418,-438.40355,1403.555935
-1.672,-1380.003756,471.037871,1112.878443,1124.810531,-448.160315,1406.923172
-1.664,-1348.255825,466.872827,1118.228776,1133.995359,-458.208443,1407.767
-1.656,-1296.775724,459.403992,1128.772146,1163.958334,-468.505434,1410.003395
-1.648,-1293.00284,452.954658,1131.999263,1183.502304,-476.630604,1413.31596
-1.64,-1282.806269,450.17074,1133.466077,1192.779469,-482.652177,1415.901789
-1.632,-1254.41732,446.084562,1135.737411,1160.07146,-492.265107,1413.920271
-1.624,-1213.070888,443.164318,1137.549122,1149.416731,-494.11404,1413.245124
-1.616,-1187.234164,436.947973,1140.199768,1138.440553,-499.917661,1412.639782
-1.608,-1162.615461,432.952776,1138.51978,1116.706577,-507.527173,1411.351354
-1.6,-1150.742499,427.639166,1139.152668,1095.732504,-511.138824,1410.021663
-1.592,-1107.50962,424.418802,1139.606784,1115.470902,-519.575907,1409.743428
-1.584,-1086.896946,420.600914,1139.12124,1144.33586,-530.120253,1409.850165
-1.576,-1067.132755,419.045565,1137.881773,1133.715957,-531.899071,1409.182747
-1.568,-1037.213263,416.761951,1138.093391,1132.958363,-535.996364,1405.348804
-1.56,-1011.826802,414.867193,1140.620713,1122.795547,-537.893459,1402.913723
-1.552,-1000.311808,411.694754,1142.633262,1132.168406,-544.08669,1403.673225
-1.544,-969.447002,409.359864,1143.949498,1131.940664,-548.196649,1401.941936
-1.536,-948.644274,407.830611,1145.9189,1140.671491,-558.484389,1398.866687
-1.528,-931.610295,404.185315,1148.199695,1129.957352,-560.348257,1394.338483
-1.52,-915.624667,403.017377,1151.477849,1107.695204,-567.749218,1391.02496
-1.512,-872.626976,399.742163,1156.382382,1086.62018,-571.285254,1385.913397
-1.504,-856.26585,398.54654,1159.736337,1095.855032,-573.523811,1384.495928
-1.496,-834.318724,396.870922,1162.249603,1085.710063,-575.482442,1378.254877
-1.488,-795.454399,393.960648,1166.685298,1085.995764,-575.749175,1372.627704
-1.48,-751.694295,393.114109,1167.100302,1095.629081,-578.280505,1365.557587
-1.472,-724.494953,393.343447,1162.114724,1095.445821,-578.550745,1357.835658
-1.464,-705.939941,389.371277,1161.840073,1094.41199,-578.696918,1349.811382
-1.456,-687.273094,385.433587,1161.15588,1093.176331,-578.98139,1337.91954
-1.448,-657.913683,383.196441,1160.859294,1083.203514,-576.990711,1329.614493
-1.44,-627.038875,378.238128,1160.674882,1072.254547,-574.902514,1321.030444
-1.432,-614.995813,377.309971,1161.192952,1062.8574,-573.051507,1311.008793
-1.424,-601.844931,373.670198,1160.229346,1063.887176,-569.376292,1305.327931
-1.416,-588.405097,370.003842,1162.470907,1075.349857,-564.010461,1300.111459
-1.408,-563.714783,368.003031,1167.152549,1095.058896,-560.878575,1289.136122
-1.4,-531.522119,362.783311,1171.865128,1086.199962,-554.940954,1282.906987
-1.392,-498.843281,357.54395,1177.869312,1087.661335,-547.292436,1277.114717
-1.384,-473.372803,355.545341,1183.536309,1068.385681,-539.213523,1268.344194
-1.376,-454.19217,354.016021,1184.425862,1068.858995,-535.545044,1260.561519
-1.368,-433.664499,349.640664,1185.445109,1059.518434,-525.738521,1250.166466
-1.36,-419.518614,345.753064,1186.168902,1060.490954,-522.410436,1234.965479
-1.352,-366.910426,341.593282,1186.537207,1061.126379,-514.673177,1228.881436
-1.344,-339.088868,336.531819,1186.20859,1042.407244,-502.750202,1220.20246
-1.336,-338.018332,333.571108,1183.366377,1043.666114,-495.113827,1214.417717
-1.328,-316.790758,328.988743,1182.707887,1034.145975,-489.303907,1206.257755
-1.32,-308.841748,325.491492,1183.13539,1045.748258,-476.029722,1196.816438
-1.312,-287.276931,320.826554,1184.173993,1037.433384,-454.607458,1182.408273
-1.304,-265.416636,316.129571,1186.929215,1047.923228,-445.219622,1168.835534
-1.296,-227.43239,304.26842,1188.467312,1019.540683,-431.549989,1160.317374
-1.288,-229.85438,292.899613,1190.361966,1020.175786,-419.990258,1152.353539
-1.28,-165.363887,284.113367,1193.38029,1001.168974,-404.361426,1145.602185
-1.272,-133.573623,272.354445,1196.407063,1012.182981,-390.780571,1139.89456
-1.264,-97.314718,268.966148,1198.076967,992.941138,-379.141652,1135.337249
-1.256,-88.771037,265.179232,1200.302359,983.59469,-361.70101,1128.805177
-1.248,-72.677204,260.692103,1206.408097,984.097255,-346.021353,1126.352073
-1.24,-50.519567,258.592449,1207.458346,964.647575,-330.557538,1123.500462
-1.232,-41.960285,254.76572,1207.93856,974.931134,-316.834214,1119.528985
-1.224,-12.032387,251.908326,1209.357644,955.640093,-301.567132,1117.005592
-1.216,3.026725,250.470495,1210.0717,956.121705,-282.08419,1114.759068
-1.208,18.228547,249.019004,1210.792524,966.1361,-268.178906,1114.58848
-1.2,26.850927,245.105944,1211.277717,946.542077,-252.960425,1115.888805
-1.192,35.486525,241.178149,1211.763871,946.29317,-241.177702,1117.327166
-1.184,36.626812,238.04347,1215.096924,926.52434,-222.116194,1120.246571
-1.176,53.020398,233.331688,1215.962606,955.935247,-207.61659,1120.786691
-1.168,68.409078,231.818386,1216.703432,955.281824,-195.757462,1123.959485
-1.16,99.506685,228.760181,1218.200505,944.342428,-174.469712,1126.664395
-1.152,132.063375,222.393557,1221.671941,914.72407,-165.821238,1127.865821
-1.144,147.965859,220.817884,1224.27417,904.108452,-152.55789,1129.018544
-1.136,172.909859,215.149221,1225.56993,874.4167,-140.038996,1135.561241
-1.128,221.316034,210.391176,1227.546266,864.354435,-130.747855,1140.883479
-1.12,256.076476,200.400956,1229.404313,872.776951,-112.89583,1144.390325
-1.112,314.915537,191.152522,1230.093304,862.137502,-99.809523,1147.541136
-1.104,324.93836,183.463306,1228.859826,870.591596,-85.799535,1151.157559
-1.096,342.737781,178.290666,1229.802467,850.564461,-75.111987,1159.887406
-1.088,368.331626,175.622513,1231.038339,849.928283,-67.258907,1167.153771
-1.08,386.42068,170.40032,1231.995454,858.719266,-56.966036,1174.644833
-1.072,413.745958,164.252092,1237.226274,867.685782,-50.489316,1180.209164
-1.064,431.977279,159.068099,1243.200434,866.571809,-42.678427,1183.376943
-1.056,433.602506,152.22984,1248.448762,885.254993,-33.747885,1189.573247
-1.048,436.20756,141.825592,1252.29467,884.464341,-25.900921,1196.871827
-1.04,471.429918,138.043481,1257.596441,873.955395,-20.576192,1201.82779
-1.032,506.835555,134.151501,1259.449779,853.897351,-13.964369,1208.427983
