"time","peakdirectionH","cobH","widthH","peakdirectionV","cobV","widthV"
-2.311973,-0.631542746,3.391470233,19.7176473,0.209609328,2.840099498,10.96998023
-2.215463,-1.932393822,-1.19041474,18.19868032,0.257481226,1.507049377,14.56306681
-2.145175,2.264237602,2.260207626,21.07883293,-0.818916145,-5.373727973,14.1799919
-2.084729,3.27501037,3.188625015,21.46479443,0.577982614,-0.107390019,13.10739002
-2.036059,-1.55636002,-3.033886007,21.68181752,-1.023314349,-0.724777695,10.49203795
-2.013473,3.151149219,2.577388508,20.96119315,0.917080627,-0.91227841,10.03316969
-1.974283,0.150096683,-1.717613026,23.6593253,0.429872058,-0.040662139,14.04066214
-1.886063,-7.040498911,-11.09991598,17.91912738,-2.147525941,-5.703729664,12.97902355
-1.791483,-0.607826036,-0.478917897,21.3966286,1.099157541,5.910146946,8.089853054
-1.683766,0.316076017,-0.48257991,21.58806183,0.021158602,2.620066296,9.379933704
-1.574234,-2.545021926,-3.405483214,20.99504821,-0.866193739,-0.267419697,9.809046734
-1.486353,-5.166076699,-6.908646392,23.32310771,-0.971595735,6.325092488,17.42793454
-1.389186,-7.235194946,-10.58550681,21.86252813,-1.109764162,-1.652984229,11.16259073
-1.297315,-19.72865248,-22.44963503,25.08941401,-1.637025358,-1.766965545,11.4616329
-1.205543,-23.54804817,-27.40203964,25.02190717,-5.133873618,-7.23164909,18.90081725
-1.136529,-24.36769924,-24.77083409,24.41379596,-2.768510376,-4.428079925,15.18879678
-1.090336,-24.65896046,-25.02122319,24.9216066,-1.201391718,1.084129685,20.94988339
-1.030801,-30.44532516,-30.13070566,23.58469724,-0.742590556,0.882083671,17.61562263
-0.995537,-28.07647544,-29.21141094,26.17595078,-0.820486519,0.578331217,17.34721776
-0.97193,-27.38965255,-28.71260481,25.89230473,-0.137397013,-0.239932878,14.90159802
-0.925965,-27.92339977,-29.47990868,26.26101442,0.988697246,-0.653531245,22.57069841
-0.900464,-25.08006836,-27.07227612,26.41539376,0.170126532,-1.809351531,22.0615873
-0.876566,-24.14255511,-27.0515745,27.27265525,0.23931085,-1.660335421,18.478011
-0.855582,-20.78530743,-22.64617068,25.26578217,-2.831622693,-4.758055773,19.55571707
-0.834944,-20.48087381,-22.90072441,27.87430146,1.13165201,0.468655015,20.87966004
-0.814944,-14.6272027,-14.98909331,25.26280337,1.566646592,0.914303213,17.15792026
-0.795563,-13.06239552,-13.23891893,24.18961497,2.425723048,2.290306804,16.57591167
-0.778077,-8.880585484,-6.284328266,21.16271365,2.470972894,2.394264697,19.70843086
-0.761465,-5.729430912,-8.252166304,22.4363848,-0.887825493,-1.039264019,17.30793346
-0.74631,-3.52253845,-3.594304375,21.21810029,-0.214189714,0.428941497,17.94223593
-0.731481,0.854944166,1.90140379,26.7300091,-1.279728794,1.807290802,17.64718677
-0.716764,6.616538715,2.036998611,30.14428743,0.774190832,1.2955876,19.29916332
-0.70292,9.903273605,12.30330103,28.93691079,0.654463548,3.29686662,17.98212883
-0.690534,15.71964504,18.28481104,26.64367686,-0.234359952,-2.768730291,23.79793201
-0.677711,15.89633389,17.07660747,30.59984336,-5.959396595,-8.344759221,26.61714811
-0.665033,21.25215065,24.01343694,30.56820676,-3.209588603,-6.729773734,27.64659784
-0.65221,23.34276302,27.04294687,35.51028042,-10.39133056,-13.06517288,26.04242906
-0.641573,30.16893076,34.1691037,34.94358483,-10.67086079,-12.27462585,25.61350725
-0.631276,26.41776933,25.04911803,32.21261148,-17.84658421,-16.20599203,27.96343827
