"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"-0.838798103149025","2246.31043902411","0.420589826344505",NA,"<-lowestAIC"
"2","y ~ x ","0.073664090610153","-1.66108468788884","2250.66151138568","0.38330840064476","0.259923528334506",""
