"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"10.3463747295761","2429.79182208014","1.96964268282952e-05",NA,""
"2","y ~ x ","1.18287821891386","-3.12285628866923","2174.49453901428","1.74732439332737e-61","7.7615149555325e-59","<-lowestAIC"
