"time","peakdirectionH","cobH","widthH","peakdirectionV","cobV","widthV"
-2.135504,3.261514336,0.284957135,11.30653971,1.148336271,0.69919665,9.475562484
-2.098929,-1.596727959,-4.149387768,14.50867046,3.977238374,3.193041393,10.94575453
-2.038862,1.67834133,1.188076426,16.13132431,3.58164035,3.354832529,11.62882795
-1.99908,1.172442455,-0.006570504,23.34587631,8.615249736,9.397328958,7.098778626
-1.938923,13.376058,14.77745846,20.34290037,5.163612173,4.091846941,12.91860789
-1.898996,7.05345273,7.469317518,27.91198252,11.03639099,12.55987867,5.537421139
-1.827835,0.346083662,-0.906210828,19.01207981,9.459669206,11.90550038,5.343818546
-1.787617,3.780029075,9.750180205,24.52272546,9.496526569,12.44357524,5.446614892
-1.683378,15.7379414,16.68119398,24.32796706,9.875647811,13.60461849,9.097470865
-1.592419,20.93124773,27.65164471,24.29781888,6.42328212,6.206486966,15.8923489
-1.48268,21.31506875,14.9006355,18.9930721,4.65637185,8.692581429,15.12299194
-1.365491,15.29549554,15.30492398,22.01179422,-1.337117511,-1.80556524,16.3504147
-1.306877,18.63626442,19.91165815,22.66302998,-11.10668387,-17.63272011,22.95947092
-1.258061,11.87479161,11.80534315,24.2366883,-7.327545746,-9.15744587,19.41706795
-1.175797,1.544910833,0.820481527,20.77399321,-5.290313114,-7.440578675,19.06838922
-1.081642,-11.45453417,-11.09409108,22.45163457,-3.13982071,1.09972857,15.82796148
-1.031584,-14.98158064,-15.01321964,24.62072101,-1.147810372,1.971035206,24.22284588
-0.995591,-24.47521122,-32.44343272,27.21263863,-2.859269092,2.388756048,31.68614405
-0.975389,-21.95699658,-23.9490417,22.02343987,-1.993809246,-1.486130269,26.9722617
-0.9512,-25.7366932,-33.15580422,24.2062033,-4.69647953,1.17770507,16.42400246
-0.931819,-22.39016182,-30.23403006,19.10297361,4.034140051,5.02269686,20.30038885
-0.91171,-10.87735976,-15.52353161,45.3971904,-9.814038172,-20.96445461,39.61708066
-0.897575,-17.49129412,-21.34229974,43.70686152,2.902743609,6.789348828,23.74678599
-0.882295,-18.81359911,-17.06280276,28.54553578,4.133343755,11.46366688,27.83580179
-0.86714,-23.05015665,-30.82512779,42.85421568,1.873252778,-0.442156013,23.59228754
-0.854171,-18.5636836,-20.68201511,29.75732122,5.073244884,3.765679177,16.75588775
-0.841931,-22.41632977,-30.70379314,43.54322396,3.349668506,4.807273223,13.41051013
-0.830856,-16.34061544,-23.16396648,21.83640229,4.877010162,3.702105111,13.5896036
-0.820218,-23.47063726,-30.95032665,37.02908642,3.310559731,2.65093641,14.32436097
-0.810455,-25.2739706,-29.85327543,31.40009915,3.735534899,5.340132514,10.61533872
-0.800983,-28.05074216,-37.63930087,23.9001099,6.529364907,7.834196451,10.63627828
-0.788754,-27.95908416,-38.0645786,26.41371807,-2.463350561,5.834995244,31.5073762
