"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"-2.98192981815883","2566.57931015268","0.188849641318898",NA,"<-lowestAIC"
"2","y ~ x ","0.000339036134486151","-3.01018148783103","2575.95902453258","0.41997129730196","0.92624751409669",""
"3","y ~ a/x + b, (a>=0)","25.8639312390666","-3.48593983665899","2577.08212789751","0.589966053474326","0.712425718209369",""
