"","model","a","b","AIC","p (y=0)","p (y=b)","aiclabel"
"1","y ",NA,"13.6190634390609","2965.27965944908","0.000405011377476101",NA,""
"2","y ~ x ","0.122918176668626","3.08756973963594","2926.50565035063","1.00180235941343e-13","5.92365083147273e-12","<-lowestAIC"
"3","y ~ a/x + b, (a>=0)","0","10.1817058160613","2964.55249263067","0.000144188860989827","0.0127214969812858",""
