"time","peakdirectionH","cobH","widthH","peakdirectionV","cobV","widthV"
-1.919083,9.949472158,10.86839804,16.97732558,3.818584321,2.284164455,10.0464349
-1.866218,12.82984656,20.00453057,19.18673195,-0.204842308,-2.117860031,11.57239148
-1.83008,21.12531814,31.94818922,25.46107584,3.603914979,3.272779647,12.00293657
-1.803559,24.55968354,33.61108771,24.895777,2.265432643,0.852713331,10.41590553
-1.71335,18.07174353,26.77977505,25.40405848,4.588880731,4.699027706,13.75320497
-1.612467,12.89699205,13.80241896,18.47629281,3.940200388,5.946874665,16.15200704
-1.503758,13.5713142,14.06297671,17.47407843,3.987490272,3.276774249,14.34669782
-1.389804,14.62313283,14.89757841,17.27181903,5.16756524,4.736683704,12.46070622
-1.269493,12.73477935,14.45802265,19.50716625,6.933386117,7.185793875,11.14913587
-1.152955,9.838263381,10.61032396,20.56710814,8.209909895,9.240527681,13.3094361
-1.090474,3.097432764,7.181458775,20.1366293,9.717318045,10.44369698,14.97015331
-1.044135,-4.307046076,-1.885145295,17.48528768,11.53975782,13.22012495,15.73794679
-0.997244,-4.468328662,-4.586010585,12.27874854,10.70332646,12.15991026,15.90241257
-0.944931,-12.32984179,-14.22363337,24.36273009,12.69419247,17.48239024,21.577709
-0.918556,-15.63769669,-19.56022797,24.74963749,13.34130887,15.22258528,19.27148665
-0.893654,-16.70274459,-16.68808484,22.66709119,11.70335213,16.7188152,20.26078423
-0.870485,-23.13426522,-29.95386989,26.95497254,12.81406027,22.18343608,23.73752332
-0.845713,-26.08593392,-26.83750468,18.42778104,17.32394211,26.58106819,26.39697788
-0.826769,-21.40212998,-24.68308211,18.52841457,16.68343945,24.93014334,24.1159293
-0.790177,-30.08238682,-30.98582627,24.84705738,14.18429458,21.9925455,21.06245904
-0.770651,-24.30549514,-23.45727232,26.81143246,12.20441176,17.19704002,23.42464294
-0.749376,-25.59862379,-27.10657716,22.13808227,12.50319682,20.6048408,20.96913073
-0.730433,-25.57569275,-22.73122766,23.90393802,8.491928458,12.69455193,28.67852764
-0.712655,-21.89599559,-23.25178519,30.20887259,8.184511656,18.93578211,22.24331619
-0.696642,-16.99982077,-15.8358974,30.40200756,10.43812134,20.7183661,24.56677317
-0.680321,-16.525598,-18.00276878,25.76611408,9.409015415,22.05387729,23.29510153
-0.663126,-17.76542792,-21.58451233,20.28171383,11.48408674,24.16776222,24.98712327
-0.646077,-12.61191045,-15.47220742,15.86185441,8.814855431,21.60914286,31.14163338
-0.635731,-20.43587388,-21.22771116,26.03274749,4.077746469,13.63189114,38.50691693
-0.618973,-8.943914054,-10.9754227,28.90868147,8.418549637,25.3161563,28.17782033
-0.604984,-4.568843899,-3.560185698,50.55467959,11.26837832,25.40051628,29.07829884
-0.592266,-19.3436774,-19.50723081,18.35658689,10.96210549,25.2836533,32.12846703
-0.579006,-15.50057088,-19.08668027,25.39736943,10.58799667,26.54078669,31.50852664
-0.566328,-8.731228032,-12.08109009,27.51441411,-2.821394133,12.12297279,46.34363489
-0.554962,-1.608551712,2.014231543,41.22464521,4.080992148,21.34624413,34.21754682
-0.543887,0.79572082,0.213439497,37.40738244,5.054975845,25.39162768,36.57858308
-0.533541,2.002503085,-2.928414707,39.35637223,5.476360147,25.17654108,34.30842045
-0.523341,-3.969550201,-1.284250992,28.26424105,1.914213151,6.628849952,22.20983225
-0.512412,-11.82322925,-11.88052364,30.27991212,-3.51736535,-0.955536151,29.45518048
