"time","bx","by","bz","mx","my","mz"
-3.04,-2276.218566,-874.147263,314.023013,2213.660531,276.273167,1041.961213
-3.032,-2260.39879,-872.874303,319.43503,2225.581589,272.821155,1041.325462
-3.024,-2247.146519,-871.886581,322.65395,2234.102385,269.309396,1041.679255
-3.016,-2235.276037,-870.779952,324.774642,2239.500047,265.830809,1043.06004
-3.008,-2224.37776,-869.828681,326.95442,2238.125506,260.85686,1043.609178
-3,-2209.508334,-867.628767,329.414308,2235.007401,255.706093,1043.942411
-2.992,-2194.587852,-865.162077,332.238435,2236.844221,249.190302,1044.726183
-2.984,-2178.3263,-862.659102,335.576285,2244.423392,242.482045,1045.46396
-2.976,-2161.111168,-860.296717,339.141912,2255.479504,236.031158,1046.863367
-2.968,-2143.706093,-857.726981,342.633434,2268.348975,229.32861,1048.108992
-2.96,-2125.997546,-855.053922,345.924448,2280.382222,222.735474,1049.437205
-2.952,-2107.598,-852.272916,348.853619,2293.118391,216.793835,1050.472191
-2.944,-2089.55006,-849.095134,351.449505,2301.674436,210.574654,1051.133734
-2.936,-2071.735301,-845.403464,353.989864,2309.558751,204.38588,1052.065659
-2.928,-2053.102479,-841.502443,356.74285,2312.804459,197.94557,1052.220636
-2.92,-2033.83057,-837.180271,359.795759,2316.531414,190.562492,1053.646048
-2.912,-2014.211495,-832.40869,363.254285,2324.560058,182.725969,1054.888049
-2.904,-1993.623537,-827.211702,367.109021,2332.442234,174.643477,1056.482268
-2.896,-1972.081506,-821.666071,371.066209,2343.151186,167.509132,1058.226158
-2.888,-1950.563688,-815.925749,375.376259,2352.748621,159.851856,1058.668109
-2.88,-1928.89696,-810.168009,380.057433,2362.437818,152.240626,1060.027351
-2.872,-1905.920745,-804.520318,384.568457,2370.13243,144.801357,1060.702064
-2.864,-1882.380856,-798.956255,388.95776,2381.673956,136.999744,1061.936953
-2.856,-1859.10323,-793.431444,393.484168,2386.531383,129.657772,1063.245679
-2.848,-1835.104546,-787.803158,397.842702,2386.46051,122.046928,1064.162188
